time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,10.725000905700723,1.0,0.0,26.296097213865327,6.0
10.0,214.47010749985526,19.332963847158325,10.0,3454.075105743097,677.461334533749
20.0,262.49835054723843,26.857023268190314,20.0,9619.179669500565,1960.667413769183
30.0,249.62954594737255,29.627902697637257,30.0,16336.263891504146,3231.66009029836
40.0,298.2798560302187,30.41079056200239,40.0,19736.4129843307,4290.104791351987
50.0,308.92675469967816,30.433670111467578,50.0,25602.453187320545,5106.670206940982
60.0,334.4090030589862,30.218529292256683,60.0,20103.611068833598,5712.193792514188
70.0,294.09283996216186,29.97109201239334,70.0,33042.44589156091,6151.669167630895
80.0,282.84345751460165,29.760747815181446,80.0,37495.828726596075,6467.032250907182
90.0,355.41108340070497,29.60178206050916,90.0,41335.68746241764,6692.166668048465
100.0,362.9332084532896,29.48882297002233,100.0,31910.28846596269,6852.685546573517
110.0,281.36481398290607,29.411475836288048,110.0,26991.314309106256,6967.276159859798
120.0,290.9031645655862,29.359777006341382,120.0,29521.69279129171,7049.309266838921
130.0,318.7953925969268,29.32578885105703,130.0,28390.78092041589,7108.253848416536
140.0,270.17082671215786,29.303705130324943,140.0,48474.45385165495,7150.78560597904
150.0,301.7516756925105,29.289478338522663,150.0,44543.61970519331,7181.607515804219
160.0,283.6172718837829,29.280370897633162,160.0,41132.70933271993,7204.038599320476
170.0,305.3748083554949,29.274568231723546,170.0,32664.113116278157,7220.42907203046
180.0,347.8824212824912,29.270884390014682,180.0,34598.664475045254,7232.450392957922
190.0,322.10906928891876,29.268552079826744,190.0,38166.78894699834,7241.297107728693
200.0,284.88110062907896,29.26707854393807,200.0,28879.100841649917,7247.827275161655
210.0,302.543842744612,29.26614907773788,210.0,38582.34926718214,7252.660363622106
220.0,280.00693681129843,29.265563527061513,220.0,29325.717780959185,7256.245758634152
