time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,19.60326782471247,1.883118967026938,0.0,2392.6178294751567,493.80574317300153
10.0,45.134771774056496,4.601528736152132,10.0,1657.548776415766,563.1608876080107
20.0,89.59582587188514,9.473328500830876,20.0,4818.897404971051,886.4541496283694
30.0,159.426547843952,14.081373678458826,30.0,7414.9048792748035,1444.5054018336375
40.0,212.42261169888172,17.732612303984126,40.0,10047.572105351011,2132.657826104131
50.0,211.7516667341248,20.395789883006156,50.0,17506.307770772702,2853.304173938327
60.0,238.15718063697832,22.249067938570924,60.0,14609.904063110385,3539.658549206854
70.0,180.7106229097767,23.50113728883215,70.0,23153.182674469168,4154.6996282341115
80.0,260.6519164171496,24.330415713568875,80.0,19486.031297835558,4683.30359289035
90.0,263.08888473214625,24.87210673714378,90.0,27025.306754695208,5124.246332602593
100.0,271.1468164024578,25.222433154785488,100.0,27353.650301191723,5484.037252126576
110.0,226.05770588238826,25.447346560885716,110.0,20405.826793176147,5772.752599732373
120.0,214.44954847452914,25.59095792704841,120.0,26228.825676559456,6001.474269719552
130.0,263.97186693279156,25.68228025774751,130.0,29416.371997579994,6180.858466647649
140.0,230.03002560723866,25.74017090074946,140.0,35343.442197780285,6320.436158229444
150.0,244.69739003331972,25.77678109779944,150.0,23218.996348178152,6428.355958946191
160.0,241.65476138662058,25.799891001973272,160.0,24177.745426723603,6511.375423503711
170.0,254.0796855014937,25.81445830181844,170.0,36149.18263068249,6574.978122312896
180.0,261.14333529257993,25.823630719136272,180.0,23962.194379245535,6623.543035808085
190.0,257.7804449213603,25.8294013009194,190.0,29074.756900507928,6660.524832857147
200.0,231.4430983905736,25.833029312720612,200.0,41594.03943802416,6688.623516329537
210.0,240.47186959035832,25.835309101986752,210.0,40214.69890506915,6709.933815606297
220.0,240.04487848359662,25.836741115457848,220.0,30050.134113102195,6726.071425359839
230.0,201.16342068466867,25.837640331845847,230.0,38561.94375809628,6738.276752945579
240.0,204.24526537042505,25.838204847243283,240.0,33882.33632915728,6747.498514480335
250.0,261.92081520892543,25.83855917507415,250.0,36949.32240206082,6754.460120028306
260.0,268.08110251624043,25.838781542272926,260.0,25770.338099293323,6759.711811815919
270.0,266.64635988703475,25.838921077964972,270.0,39430.60658203128,6763.671266363451
280.0,240.08304504665014,25.839008628984864,280.0,43914.02287140934,6766.65500590301
290.0,259.40752300942773,25.839063558639793,290.0,40825.758412765914,6768.90256722855
300.0,268.37452770588436,25.83909801965889,300.0,27917.063481963112,6770.595020037151
310.0,277.71435191209326,25.83911963837585,310.0,38833.545654040136,6771.869111263205
320.0,236.34271199757626,25.83913320027277,320.0,22796.557822168874,6772.828034856523
330.0,250.07327941423264,25.839141707665625,330.0,33214.422224507,6773.549612841942
340.0,294.4340459786527,25.839147044240764,340.0,18326.300399686283,6774.0925037756015
350.0,212.68027547926349,25.839150391763294,350.0,39263.939485469775,6774.500902015948
360.0,259.6520169583917,25.83915249157252,360.0,51763.833011852155,6774.808091736395
370.0,231.41333467957514,25.839153808713156,370.0,40760.96680866386,6775.039132734127
380.0,281.9729032820986,25.83915463490614,380.0,26196.81368930785,6775.212887905428
390.0,303.10767510005223,25.839155153143896,390.0,17865.543526742076,6775.343552651884
400.0,238.03682394597462,25.839155478211882,400.0,12541.647491357253,6775.44180790624
410.0,246.92208712387378,25.839155682109233,410.0,26961.294061271314,6775.515688971186
420.0,259.33102990651946,25.83915580999878,420.0,30601.881277058994,6775.571240069349
430.0,321.78078733265147,25.839155890217075,430.0,32607.18141797177,6775.6130076627705
440.0,217.18694781941628,25.839155940540486,440.0,36426.73088579471,6775.644411316032
450.0,231.67938934560962,25.839155972104507,450.0,30837.260618944863,6775.6680219535265
460.0,298.7310086655087,25.839155991897844,460.0,50798.88172436449,6775.68577266344
