time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,19.31612981991643,1.883118967026938,0.0,2650.59514832945,493.80574317300153
5.0,23.40009142282255,2.513024682558832,5.0,1868.0971630798704,501.759215309709
10.0,33.70029432764745,3.970391626700465,10.0,2457.1012171444095,547.058603889392
15.0,57.22458839888866,5.795671282748516,15.0,1530.9823829398615,644.741826902452
20.0,83.88863896199679,7.711098626496323,20.0,4968.6064953795785,795.2924038943826
25.0,97.26635902074455,9.557032260660733,25.0,5999.47112573518,991.7033330241999
30.0,112.96786921729002,11.249287321725314,30.0,6015.7053438172115,1223.7800935111916
35.0,107.82890553185506,12.750770166716393,35.0,7120.019873403443,1480.6551388160617
40.0,127.05448476551248,14.052812619075695,40.0,10278.623477183877,1752.1631787995561
45.0,159.78052236383613,15.163048872058077,45.0,10694.449304259591,2029.5070977384767
50.0,168.0483865188664,16.09767642625348,50.0,10440.378116807722,2305.496026647692
55.0,180.730044692037,16.876630706063736,55.0,11071.151858001118,2574.5374217034073
60.0,184.77908769909058,17.52067624815591,60.0,13890.381674194809,2832.498518619168
65.0,166.1011188419916,18.04974208765003,65.0,8044.359953426315,3076.5085807913706
70.0,174.87572926794388,18.482050854648126,70.0,16737.77727177925,3304.7446248062843
75.0,211.22390814501966,18.83374230765558,75.0,17341.480455492085,3516.2247939670183
80.0,223.90763929882968,19.118794513752697,80.0,21218.01195497929,3710.6218460920277
85.0,189.82041798501132,19.34911498114245,85.0,17896.036599650608,3888.102022036209
90.0,222.24067160748135,19.534720352625122,90.0,29309.182331273398,4049.190275162281
95.0,179.21849769872767,19.68395398655978,95.0,20762.44285120343,4194.660479653383
100.0,178.67142845540675,19.80371098155277,100.0,24966.917327663097,4325.448018967253
105.0,187.13176603299175,19.89965329050921,105.0,21550.980293275446,4442.581701408998
110.0,179.28199589183316,19.976405918276345,110.0,18853.514985161284,4547.131908720283
115.0,198.68108844947164,20.037730394748756,115.0,20877.138576580397,4640.172078914269
120.0,192.19449836765148,20.086674827018587,120.0,29609.967514995333,4722.7509392878055
125.0,200.1097282225214,20.125701600244856,125.0,17362.373347728488,4795.873260118044
130.0,190.3863646597302,20.156794720565337,130.0,38323.33652303381,4860.487248995084
135.0,186.5544898179339,20.181549191961217,135.0,25878.393515928394,4917.4770352034575
140.0,191.2187274803679,20.20124480978126,140.0,34073.82030710338,4967.658986974881
145.0,187.18793463587554,20.216906777367285,145.0,36266.67079790017,5011.7808469218135
150.0,197.03857549971002,20.229355164947904,150.0,20397.56597208811,5050.522892275292
155.0,134.2246054412752,20.239245148616572,155.0,23391.40880430683,5084.500495770448
160.0,202.16331455764782,20.247099608898445,160.0,24514.353195670796,5114.267608159796
165.0,211.80242959479426,20.253335447726982,165.0,21358.679123040813,5140.320797710419
170.0,200.3453289795536,20.258284798037867,170.0,28377.09431294311,5163.103576920831
175.0,198.01416106634989,20.26221207278333,175.0,31932.057847857846,5183.010816435264
180.0,184.99195691731427,20.265327642131297,180.0,23236.255107001198,5200.393104527811
185.0,224.0628749002521,20.267798786645464,185.0,26012.293682902815,5215.5609528062305
190.0,205.92289024189424,20.269758459362848,190.0,22384.352104222795,5228.788784422675
195.0,180.07729538561483,20.271312285817235,195.0,25444.05310326377,5240.318665073362
200.0,199.0822425137528,20.272544150222863,200.0,25964.37868223028,5250.363755954327
205.0,212.99493824776792,20.273520648789642,205.0,22114.160841899204,5259.111481121305
210.0,229.34402845834524,20.27429463761149,210.0,20866.9643238903,5266.72641240176
215.0,210.49005085454627,20.27490805701898,215.0,34781.1317089237,5273.352881083896
220.0,185.34688245045567,20.27539417849031,220.0,24215.901081321037,5279.117330064328
225.0,214.68112695035106,20.27577939130239,225.0,20526.64174322895,5284.130423097038
230.0,208.3669620067011,20.276084622517303,230.0,23866.229282166245,5288.488929117848
235.0,198.03007355747297,20.276326465081468,235.0,22656.03540165938,5292.277400155968
240.0,198.90910541127656,20.27651807367318,240.0,22647.174887853504,5295.569661132495
245.0,218.2565526534789,20.276669875892715,245.0,29314.826850859034,5298.430129354525
250.0,238.2163083511498,20.276790136800386,250.0,22920.17960707575,5300.914980868289
255.0,169.0088005813702,20.276885406742064,255.0,18553.484253290357,5303.073178952773
260.0,181.72257945244516,20.276960876661818,260.0,35457.05233884005,5304.947379851561
265.0,195.0717917318571,20.2770206599594,265.0,38031.30701403521,5306.5747292362485
270.0,220.2629610614453,20.277068016062074,270.0,29967.101388193354,5307.987561823506
275.0,216.68052415868272,20.277105527526903,275.0,26362.70334030402,5309.214014436072
280.0,208.85048075925707,20.277135240341767,280.0,28794.913964776533,5310.278562639381
285.0,215.57785614454423,20.277158775377377,285.0,24076.12857812234,5311.202490859663
290.0,185.70678170155645,20.27717741680696,290.0,30562.717260996687,5312.004304013064
295.0,219.6322715625802,20.277192182091564,295.0,28262.640969992226,5312.700087293564
300.0,175.5679044036945,20.277203877027134,300.0,20909.171184843253,5313.303817982942
305.0,220.15635099613974,20.277213139885028,305.0,28513.4263821372,5313.827639407956
310.0,210.4640315879368,20.27722047648957,310.0,29911.649489254156,5314.282101513511
315.0,214.9602416021139,20.27722628735602,315.0,25050.379846915705,5314.676366560339
320.0,201.24548281960728,20.277230889657943,320.0,25854.97020604506,5315.018390150737
325.0,215.47912810264927,20.277234534850464,325.0,24546.35366471372,5315.315081750119
330.0,194.86150344749157,20.27723742189566,330.0,35011.69645185794,5315.5724385140165
335.0,217.9739478485175,20.27723970846116,335.0,18165.399091617284,5315.7956665943475
340.0,210.43486619893199,20.277241519489856,340.0,28511.722250504576,5315.989285877382
345.0,195.55688640644235,20.277242953793195,345.0,25829.281151404382,5316.157217310953
350.0,201.95118084131326,20.277244089817717,350.0,18499.279553160806,5316.30286576035
355.0,218.5668918260224,20.277244989514028,355.0,30432.963263463284,5316.429183665922
360.0,231.5243811713643,20.27724570211003,360.0,25072.445056508186,5316.538734795986
365.0,213.59602849395222,20.27724626645817,365.0,29395.518226905377,5316.633741829795
370.0,213.66989941018423,20.277246713446342,370.0,20227.449846271338,5316.716134670969
375.0,177.2614306365723,20.27724706743672,375.0,30367.763366770912,5316.787586132788
380.0,191.04894328634884,20.277247347818857,380.0,25467.214180704606,5316.8495488589715
385.0,196.3143309653676,20.27724756985745,385.0,18210.662707961208,5316.903281318189
390.0,236.0751436906498,20.27724774573321,390.0,24050.351221437366,5316.9498769550755
395.0,205.67760963050108,20.27724788500548,395.0,22345.06598497286,5316.990282200837
400.0,225.32105408183529,20.277247995324366,400.0,29837.35453692947,5317.025320020446
405.0,165.53800981160535,20.27724808268584,405.0,36398.39388895182,5317.055702267328
410.0,177.86623965127356,20.277248151877657,410.0,23245.24372406258,5317.0820478010555
415.0,173.1048352936076,20.277248206682216,415.0,26641.644337646878,5317.1048927104775
420.0,227.38611997775757,20.27724825007687,420.0,26273.97185502392,5317.124701537594
425.0,204.97856048419632,20.277248284455784,425.0,28887.802313922544,5317.141878408692
430.0,160.4045862975344,20.277248311677223,430.0,16304.26648044299,5317.156772161812
435.0,232.43040347762386,20.27724833323532,435.0,24636.242821834443,5317.169686531299
440.0,222.52056733043932,20.27724835031558,440.0,31687.547730767703,5317.180884806536
445.0,223.31464112121103,20.27724836383647,445.0,28329.685707709174,5317.190594282103
450.0,200.78816859648424,20.277248374546755,450.0,26394.88046809967,5317.19901339863
455.0,139.34178776786888,20.27724838303247,455.0,31668.9163796923,5317.206313636896
460.0,183.98315115330175,20.27724838974848,460.0,25443.442989765124,5317.212643140335
465.0,205.09843263106853,20.277248395068774,465.0,23898.40007227425,5317.218131446544
470.0,203.5375410405319,20.277248399285142,470.0,34831.913696744115,5317.222890415305
475.0,192.98089184376877,20.27724840262144,475.0,25259.536328170594,5317.22701643818
480.0,234.91377084174746,20.277248405263407,480.0,27863.932315007096,5317.2305939943435
485.0,192.19829151869197,20.27724840735861,485.0,28013.110303159614,5317.233696274447
490.0,184.80547581437204,20.277248409016707,490.0,28089.296020997837,5317.236385930912
495.0,191.06130367004067,20.277248410328422,495.0,24991.79165821286,5317.2387178685085
500.0,228.73225268560594,20.277248411368355,500.0,26316.432596288825,5317.240739938079
505.0,199.1013725798979,20.898150736622647,505.0,23543.269980395922,5325.0822845172315
510.0,221.84255934548418,22.334687192254165,510.0,23565.94427067567,5369.735718416041
515.0,231.5433141740792,24.133877695107483,515.0,25373.787405647836,5466.024050295186
520.0,249.6785714007719,26.021927385151713,520.0,25354.28517382767,5614.423915173464
525.0,324.43942932122803,27.84147665443806,525.0,28236.65965444206,5808.028487509028
530.0,257.71996246857844,29.509543915611523,530.0,21288.469635389047,6036.788979269752
535.0,288.6420791255692,30.98956571162105,535.0,28090.443208593555,6289.993193947445
540.0,356.65142708423735,32.272997766833484,540.0,25015.067962724377,6557.621151266963
545.0,230.83127842166675,33.36736514870872,545.0,30013.524222015687,6831.00148822518
550.0,324.1090219170335,34.28863385208364,550.0,39068.775423630366,7103.046127821073
555.0,405.92781760632056,35.05645435544246,555.0,22284.44295319799,7368.242471736375
560.0,289.10161814079487,35.69129440330865,560.0,40737.450673232845,7622.516835089991
565.0,389.7221112232471,36.21279817973079,565.0,43836.2627229239,7863.039520149041
570.0,397.11589495061844,36.638927855396304,570.0,46976.189779881395,8088.013607263759
575.0,396.73931932844516,36.985592499794585,575.0,43717.619458446665,8296.471278464813
580.0,377.32799905842904,37.26657038733587,580.0,41177.70941622695,8488.089974208573
585.0,354.49443775747744,37.49359883030282,585.0,31925.0748853582,8663.033562775132
590.0,342.7669636237043,37.67655130016401,590.0,41996.58478077707,8821.819498671288
595.0,348.8266798577059,37.82365190185208,595.0,46945.00822033599,8965.21059790922
600.0,356.99253618661436,37.94169718161806,600.0,39697.20559385555,9094.128876644138
605.0,473.5795458439218,38.03626816596941,605.0,62203.02276007061,9209.588440457148
610.0,378.7377790089545,38.11192374968223,610.0,60607.041630672844,9312.644374865687
615.0,389.61456855108753,38.17237170104363,615.0,50479.60058663249,9404.354775853437
620.0,373.05483667593086,38.2206165605186,620.0,33725.262028644516,9485.753382927922
625.0,384.10930087376613,38.25908551230549,625.0,54961.288796694804,9557.83060648152
630.0,406.29395582573164,38.28973421226789,630.0,62928.862348350456,9621.521101944598
635.0,337.1780391924107,38.31413486330041,635.0,43625.04075683596,9677.696362555642
640.0,375.47362777985006,38.333548966988424,640.0,40184.08383627876,9727.161089055267
645.0,381.16985616250435,38.348987072174886,645.0,47643.277579323534,9770.652337133384
650.0,317.53421848284097,38.36125753120108,650.0,34792.771386903914,9808.840661369175
655.0,382.73857313863095,38.37100615714801,655.0,25808.311026263287,9842.33263943834
660.0,479.3345202822757,38.37874835300784,660.0,47643.23257713748,9871.674304624386
665.0,378.0010049421224,38.384895061153024,665.0,53665.60012884075,9897.35512799291
670.0,361.25222029722727,38.38977366874976,670.0,31250.675578555078,9919.812283328
675.0,380.2284058951226,38.393644810207604,675.0,50307.50241739697,9939.434997811011
680.0,366.6939877735065,38.396715848268066,680.0,60909.576798128015,9956.56884880424
685.0,424.53309201785794,38.39915167220887,685.0,37784.10421548346,9971.519909831877
690.0,320.48680256560544,38.40108333476086,690.0,41994.351207429536,9984.558681869159
695.0,349.29828199242587,38.4026149518417,695.0,44949.79661365241,9995.92377095028
700.0,500.88198591275756,38.40382920865016,700.0,59141.571511019865,10005.825291600253
705.0,370.68729178280427,38.40479174955264,705.0,43038.379612489756,10014.447989088068
710.0,391.072639184277,38.40555467522794,710.0,52770.819419164356,10021.954083120083
715.0,422.1826253275732,38.40615932667453,715.0,53523.08168276044,10028.485842248492
720.0,295.8512526534703,38.406638499947135,720.0,40978.30138168475,10034.167902361416
725.0,426.0223138263496,38.407018207006466,725.0,64457.5562640189,10039.109345455896
730.0,336.4088739409149,38.40731907577349,730.0,45170.642518991524,10043.405557525444
735.0,417.0687253568193,38.40755746181306,735.0,57901.11170593688,10047.139881896965
740.0,382.0057102329292,38.4077463315706,740.0,49305.24592972264,10050.385087865294
745.0,357.3024861882182,38.407895963762066,745.0,60244.305575453036,10053.204672102325
