time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std,time3,Cit_foldedP_theta2_Mean,Cit_foldedP_theta2_Std,time4,3  .*  Cit_AU_theta2_Mean,3  .*  Cit_AU_theta2_Std,time5,Cit_foldedP_theta3_Mean,Cit_foldedP_theta3_Std,time6,3  .*  Cit_AU_theta3_Mean,3  .*  Cit_AU_theta3_Std
0.0,47.52601784731005,4.75082726452792,0.0,6890.264764438134,1245.7979708794517,0.0,58.288073318318176,5.321510187240448,0.0,6469.006446456159,1325.6744379318914,0.0,31.439558119454826,3.1906319718510012,0.0,5279.486602014141,1004.0060684252363
5.016666667,61.79622798179075,5.880003092376328,5.016666667,6117.130844709424,1260.055451462511,5.016666667,73.23534698126329,6.329163842475768,5.016666667,7626.531288397741,1337.1504780684731,5.016666667,43.78502261207771,4.845096556542202,5.016666667,5165.405911398548,1034.1547405304764
10.01666667,90.67248554024269,8.492494907541207,10.01666667,7401.326721319765,1341.2596274792613,10.01666667,88.85028867749818,8.690727256830558,10.01666667,8679.905580914461,1403.1809300525679,10.01666667,92.42498693714144,8.481052338063924,10.01666667,5544.652608520206,1199.0471669191215
15.03333333,98.31015924656083,11.764511046872032,15.03333333,7277.64561915038,1516.36763410145,15.03333333,119.33690357047284,11.690665136465661,15.03333333,7679.8803818002925,1547.1896050903965,15.03333333,105.70253752425373,12.78457649060778,15.03333333,8617.793849889795,1538.940838694356
20.03333333,161.05116644539885,15.198126910219626,20.03333333,9946.149141484444,1786.24623377673,20.03333333,143.95523953922427,14.883902235789812,20.03333333,9998.568928421486,1771.688962103746,20.03333333,189.11183086195973,17.05144618928422,20.03333333,10106.608324363586,2039.5139882946241
25.03333333,179.51993967980087,18.50716759412266,25.03333333,8434.313363532485,2138.3345989298746,25.03333333,190.31595122729053,18.00522791257473,25.03333333,10308.650675584102,2067.9187185129817,25.03333333,220.76491279791182,20.937732504078355,25.03333333,12966.38216463475,2663.8004718647335
30.03333333,201.34063016964325,21.540722398134626,30.03333333,8878.187423392395,2554.3579208237356,30.03333333,204.22126455833364,20.90729010759353,30.03333333,14502.936232799315,2421.890834920805,30.03333333,257.58022711536347,24.306281171669923,30.03333333,17778.853868755792,3369.373621003084
35.03333333,201.01233086152743,24.232296856897904,35.03333333,14441.044662294928,3014.8349173356382,35.03333333,252.0337120603328,23.518456183212272,35.03333333,15266.612849430181,2818.0501912793316,35.03333333,301.8790031475114,27.13348996056073,35.03333333,19712.032424543548,4116.875932618578
40.03333333,254.31011309283014,26.566352300421308,40.03333333,17345.010991836763,3501.5431791238043,40.03333333,302.83819145063944,25.814425128396977,40.03333333,19434.799158019814,3241.376038616209,40.03333333,291.0428715320581,29.453720706689246,40.03333333,17620.655394882626,4873.622600207241
45.01666667,291.9328433320399,28.556573867956104,45.01666667,24346.463149992574,3998.7129009041523,45.01666667,281.2395390175831,27.799313587125262,45.01666667,19618.447893203876,3678.4829907070994,45.01666667,303.3131903357356,31.326980677369672,45.01666667,30514.387858707938,5614.524624003599
50.03333333,312.06214606828223,30.23199737418915,50.03333333,15603.748352866616,4493.453652852209,50.03333333,279.42064774373154,29.493232055922785,50.03333333,20657.378455455153,4118.0965086127935,50.03333333,362.7853822664612,32.8208169769202,50.03333333,27628.913827771754,6321.657542561243
55.03333333,336.0564916608158,31.62835927769714,55.03333333,27263.28109541735,4975.740180139296,55.03333333,302.72254651386936,30.924276738817106,55.03333333,24443.159903561318,4551.151618104014,55.03333333,329.7379098635456,34.00075345685006,55.03333333,29021.23299421051,6983.237258338422
60.03333333,326.5577821849815,32.78288231246864,60.03333333,26247.64103449932,5438.164044614471,60.03333333,344.24051318441906,32.12350035202601,60.03333333,28144.132495449114,4970.677455942423,60.03333333,353.4662895170334,34.92574989125942,60.03333333,38794.89682899133,7592.422624683128
65.03333333,310.442073165015,33.73129148340421,65.03333333,30049.269347092595,5875.579132647665,65.03333333,384.1485039948383,33.12187122564535,65.03333333,27054.92981206727,5371.571889004007,65.03333333,289.7039220539631,35.64652194435418,65.03333333,58837.232390021585,8146.1613008660615
70.03333333,399.7324967023407,34.506252875222856,70.03333333,33214.807330428004,6284.71754444906,70.03333333,358.6439466649141,33.948541522938534,70.03333333,23271.367434421365,5750.331278971047,70.03333333,350.56009290753894,36.205413674070165,70.03333333,44581.607327251906,8644.177659990337
75.01666667,353.1954168592623,35.136698794102884,75.01666667,31711.308112045223,6663.819192916788,75.01666667,370.7954490059217,34.629961931768285,75.01666667,33280.67386827245,6104.77447733738,75.01666667,387.4219175237997,36.63704596707793,75.01666667,44312.94466761741,9088.135799149077
80.01666667,323.4085537163076,35.64768647530118,80.01666667,40492.422113342516,7012.2974602140675,80.01666667,340.57853249855185,35.18953030205595,80.01666667,37989.86060842174,6433.7831318222925,80.01666667,367.95900322477047,36.969292263627395,80.01666667,59882.81154084903,9480.976046957521
85.03333333,301.05478748593885,36.06056144706743,85.03333333,38460.73208205423,7330.450351456003,85.03333333,372.70855526979096,35.64756528080108,85.03333333,45001.21737435341,6737.069512953709,85.03333333,395.57365315593484,37.224332673694256,85.03333333,48892.71141640995,9826.406912149889
90.01666667,433.9915126386773,36.17282653030869,90.01666667,22619.147018284002,7618.113473155164,90.01666667,359.3312074574159,35.82234179439663,90.01666667,45391.08560697384,7014.075332293968,90.01666667,270.7556819354887,37.10430974333333,90.01666667,43535.346966372505,10126.248923734194
95.03333333,335.31841746338654,34.431129191453444,95.03333333,32482.198029915344,7840.404015202885,95.03333333,351.6451818193006,34.29311500338398,95.03333333,26133.901621807832,7235.759098423034,95.03333333,358.72760140791274,34.49573595503832,95.03333333,35960.579889051565,10312.76572447698
100.0333333,336.3164726917659,31.435106478569686,100.0333333,51266.54159244009,7947.300520143461,100.0333333,298.19337035939463,31.569516434287376,100.0333333,23982.574549635683,7359.589891944339,100.0333333,382.8771797107395,30.4394036368345,100.0333333,51561.69889676768,10298.019692130016
105.0333333,299.7713442226331,27.930456417542548,105.0333333,50870.908716895574,7924.789279393551,105.0333333,306.03079294773795,28.319321472698256,105.0333333,28128.09173982097,7371.85482584856,105.0333333,283.23927435268416,26.014243880986715,105.0333333,45918.006693597126,10072.180789694983
110.0166667,208.3372773935551,24.36238879244091,110.0166667,43941.663798553505,7780.983955342079,110.0166667,277.93708722410304,24.953949071757876,110.0166667,33688.695456507616,7277.253910801959,110.0166667,198.28272176624222,21.7832933737644,110.0166667,54451.69738845896,9666.14562781936
115.0166667,210.53306913561002,20.98172424797719,115.0166667,27078.076232047104,7534.722851447178,115.0166667,239.3410907638775,21.714929343225283,115.0166667,43372.0782626111,7089.953103627667,115.0166667,160.13276407437414,18.007517980364945,115.0166667,30025.44724325102,9125.45422887446
120.0166667,194.33082604978654,18.13630393421164,120.0166667,27170.10958384729,7209.8207562383,120.0166667,184.1006762619609,18.932107996040834,120.0166667,31993.0738303019,6828.934339819749,120.0166667,135.22023769152406,15.092197489911621,120.0166667,41312.102992690525,8498.912167479606
125.1333333,174.36247596148274,17.44543637260875,125.1333333,30412.406708641225,6865.206167920798,125.1333333,193.55157750818887,18.100946028342474,125.1333333,23433.35532582684,6542.733061271894,125.1333333,178.84755847498022,15.162517849552808,125.1333333,37555.89822276324,7899.546326666742
130.0166667,144.70252558318475,18.32730640547759,130.0166667,29266.275005654625,6573.11712324718,130.0166667,192.02369530271224,18.740342444758312,130.0166667,25983.552568843224,6292.458794096881,130.0166667,160.69623027988598,17.141218200578532,130.0166667,33347.176075569514,7452.6639085383285
135.1333333,168.56914876103357,20.02623629622336,135.1333333,31427.593157445834,6366.908398151998,135.1333333,205.85557631589478,20.18304772636749,135.1333333,30302.478903411513,6108.45840931185,135.1333333,164.21975798282742,19.892260524497317,135.1333333,35214.1609002873,7197.169628622974
140.0333333,229.00551167838384,22.07224330911229,140.0333333,30274.305825426116,6254.5942527781335,140.0333333,206.65409058429591,22.00214576253572,140.0333333,31503.6191974291,6000.290258103958,140.0333333,201.8053232578869,22.790182445121303,140.0333333,20917.72563949441,7123.658524389823
145.0333333,269.98946960496426,24.18307642024588,145.0333333,23626.023487165232,6230.319184680211,145.0333333,214.29008346504597,23.93234351138299,145.0333333,32430.156615295164,5965.600596001033,145.0333333,312.63590982669035,25.514275071628504,145.0333333,36642.891604864984,7201.655562737034
150.0166667,259.0271635567008,26.198186280083537,150.0166667,36658.83500347608,6281.492946354179,150.0166667,270.8581690964211,25.815793778571276,150.0166667,24209.00298697392,5995.808740516993,150.0166667,328.92933323355106,27.921260901811326,150.0166667,17319.298970407646,7394.524597766082
155.0166667,248.6561504550737,28.03452071738109,155.0166667,30925.626457057915,6393.088409550049,155.0166667,258.86189221609794,27.56502141405379,155.0166667,17751.99029148589,6079.653307936376,155.0166667,317.5620247725972,29.967474235166137,155.0166667,33743.39415357934,7667.082047146281
160.0333333,267.56634194974146,29.657179630056728,160.0333333,30774.578897753672,6550.108609352028,160.0333333,321.079298490555,29.137733533265283,160.0333333,35071.34664617215,6205.321585628968,160.0333333,282.2304234555074,31.662048285328453,160.0333333,29930.339693608646,7989.0089906231005
165.0166667,303.39879023230947,31.06013979893574,165.0166667,38091.88722966783,6738.893776112168,165.0166667,311.3023301138193,30.51985460566584,165.0166667,34061.25117125226,6361.654383199033,165.0166667,415.17439980392703,33.03935974732417,165.0166667,39519.55337055131,8335.93689462998
170.0333333,302.3790027601708,32.25376569080006,170.0333333,36717.53888387939,6947.711474392747,170.0333333,297.1317149518019,31.71422714742842,170.0333333,15273.916302895355,6538.759530470936,170.0333333,299.74566562404493,34.143304697080076,170.0333333,33351.91777620183,8689.323356418978
175.0166667,292.617516641738,33.256862076109535,175.0166667,34170.42878632636,7166.919223868175,175.0166667,286.9535417291314,32.733193002241954,175.0166667,31886.896227992074,6728.257361613693,175.0166667,343.3401640531687,35.0187408955007,175.0166667,37794.27536454779,9035.766314824272
180.0166667,326.43117606143744,34.0917408081937,180.0166667,30386.917622126493,7388.885823178025,180.0166667,332.1126222323272,33.59381434137498,180.0166667,35194.80338583668,6923.306141688012,180.0166667,343.8799042019238,35.7071888518843,180.0166667,51113.69633926249,9366.120190565172
185.0333333,364.2005498916672,34.78126662705665,185.0333333,35186.05976354912,7607.788901166138,185.0333333,322.9127589066437,34.31487496213041,185.0333333,41191.249408588694,7118.503973590738,185.0333333,330.3084983406013,36.24499681224508,185.0333333,42102.2130451927,9674.60668432611
190.0166667,369.55204136574736,35.34718459014001,190.0166667,42606.34463843583,7819.3609013993155,190.0166667,245.04468675961863,34.915069480752514,190.0166667,37076.75495923895,7309.728908581401,190.0166667,299.7892000691853,36.66287591373148,190.0166667,42971.3605433839,9958.012968047347
195.0166667,334.4113881372227,35.80926249947236,195.0166667,25063.075571085083,8020.626162746452,195.0166667,356.72678434927667,35.411974321219994,195.0166667,34229.31175572549,7493.955642161037,195.0166667,331.8289808858505,36.986150044592684,195.0166667,44105.384335173585,10215.013264216903
200.0166667,397.5494789682526,36.184938717782266,200.0166667,34862.91398486626,8209.65280399397,200.0166667,410.15500015722375,35.82152388222321,200.0166667,35934.31237795902,7669.0717000101395,200.0166667,307.0614163071586,37.23533667721605,200.0166667,41386.82533519561,10445.619151595143
205.0333333,358.08144231756086,36.489272191399024,205.0333333,25797.85079832936,8385.331178130822,205.0333333,344.646364430952,36.157805141874334,205.0333333,42538.87078496075,7833.705923813064,205.0333333,422.55903307037073,37.42684148027245,205.0333333,49011.69942222443,10650.748659941944
210.0166667,366.5130347233564,36.51461003924519,210.0166667,41376.74001482256,8546.077958390038,210.0166667,450.7936038700393,36.23392056964837,210.0166667,39002.049233137586,7986.174693045912,210.0166667,445.81068270041646,37.25830254305274,210.0166667,62242.49287619883,10829.618525226215
215.0166667,405.0815391916643,34.703392692050805,215.0166667,44051.312609174776,8655.617733583413,215.0166667,313.9304205584211,34.62485306770093,215.0166667,31490.552227795673,8096.305424486814,215.0166667,316.2257819248577,34.61273644823617,215.0166667,55320.93722031708,10912.101927845006
220.0333333,325.9292387111655,31.65183861487607,220.0333333,32974.97085082908,8662.589427588782,220.0333333,331.46270682599516,31.836719890371985,220.0333333,39363.802826918254,8120.457164156513,220.0333333,300.44788380112857,30.528233663763686,220.0333333,58322.44956262319,10808.094839304678
225.0166667,333.6901699149573,28.102877679006458,225.0166667,39530.005621625256,8551.710615000544,225.0166667,311.8572914272686,28.534415659954007,225.0166667,39653.927279910466,8043.8472540809835,225.0166667,335.88985034853204,26.081644277302566,225.0166667,60288.837064687206,10505.824366061142
230.0333333,224.8186657860889,24.49948484744921,230.0333333,31538.80657121083,8329.908245023113,230.0333333,205.63356367552112,25.127004808608085,230.0333333,37063.58433195576,7870.159323364338,230.0333333,259.32820374524096,21.834406738594147,230.0333333,39534.18006132108,10034.459728899723
235.0166667,218.54929800981088,21.090681068087815,235.0166667,52816.64106864737,8014.92179992589,235.0166667,270.17921723736623,21.85409787936366,235.0166667,41516.25802742357,7612.6046716024275,235.0166667,182.24577359128037,18.046262375603426,235.0166667,56294.32315785402,9438.01614199875
240.0166667,167.7394153990496,18.222861337040023,240.0166667,36623.7596852025,7629.55712198099,240.0166667,196.13952209437596,19.043978991335134,240.0166667,28571.138300143524,7289.27693410849,240.0166667,131.77947939550785,15.121554633968461,240.0166667,53069.33444030815,8763.96131704577
245.0166667,172.13267896803944,17.514174256033222,245.0166667,38621.50071141211,7231.822776337181,245.0166667,148.60460254925204,18.19084114432238,245.0166667,37239.59136573838,6947.89143151645,245.0166667,153.4442188359317,15.184754698702173,245.0166667,45228.229859536325,8124.1543072625245
250.0333333,208.93403280621735,18.38187582098595,250.0333333,31834.531349454024,6893.12300717185,250.0333333,170.6388860870287,18.81255539492314,250.0333333,28592.77505490844,6648.805485933841,250.0333333,185.8997081956176,17.158056869099592,250.0333333,47854.02220822183,7642.887365042901
255.0333333,202.59262912154531,20.069545513815683,255.0333333,38611.944255748385,6646.0607117625,255.0333333,193.39452292410067,20.241040052851464,255.0333333,43825.71570144564,6421.679915425256,255.0333333,177.31838382921754,19.905008313361964,255.0333333,39173.44054492801,7358.186435530799
260.0166667,227.46368670926623,22.106607323320024,260.0166667,26732.809900272434,6497.975106621026,260.0166667,229.38278622667895,22.04870614924014,260.0166667,27900.901248218397,6275.450358883519,260.0166667,221.7343880163089,22.799831163915268,260.0166667,35270.04416640544,7259.8881603847
265.0333333,230.62097266752417,24.210336853993645,265.0333333,27381.090218457826,6442.406931212067,265.0333333,226.3969129599521,23.969717177707224,265.0333333,33270.2732690267,6207.200203484372,265.0333333,261.08553212797193,25.521576788781516,265.0333333,41778.390722265336,7316.864836276285
270.0166667,260.8855073078337,26.219807402504212,270.0166667,39746.435543557236,6466.227726124216,270.0166667,293.085489305804,25.84578740071407,270.0166667,31762.562551819447,6207.841834565134,270.0166667,282.6942080201592,27.926785644257826,270.0166667,48375.54707335847,7491.920007841889
