time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,23.745770261177356,1.883118967026938,0.0,2133.1594109094003,493.80574317300153
5.0,25.087854366456476,2.513024682558832,5.0,3190.92231756268,501.759215309709
10.0,34.61135262826065,3.970391626700465,10.0,2760.3213824885843,547.058603889392
15.0,62.86872926058399,5.795671282748516,15.0,4661.596890884038,644.741826902452
20.0,92.42661571167969,7.711098626496323,20.0,4905.623474629136,795.2924038943826
25.0,92.08618401135199,9.557032260660733,25.0,2063.363470737189,991.7033330241999
30.0,107.05744762783459,11.249287321725314,30.0,7427.209501131147,1223.7800935111916
35.0,136.79726071646175,12.750770166716393,35.0,8681.076941347863,1480.6551388160617
40.0,169.7843111748117,14.052812619075695,40.0,6720.778701838186,1752.1631787995561
45.0,167.4635577252228,15.163048872058077,45.0,10591.3266655367,2029.5070977384767
50.0,153.03890611662126,16.09767642625348,50.0,8518.20963167669,2305.496026647692
55.0,150.74027970982615,16.876630706063736,55.0,14440.883584054836,2574.5374217034073
60.0,187.4801110720833,17.52067624815591,60.0,18503.286470200997,2832.498518619168
65.0,194.2998220079926,18.04974208765003,65.0,17071.890197114364,3076.5085807913706
70.0,201.3408116770898,18.482050854648126,70.0,11133.372202105564,3304.7446248062843
75.0,174.14228415156748,18.83374230765558,75.0,18419.257497840255,3516.2247939670183
80.0,173.54277067243123,19.118794513752697,80.0,12424.820269488595,3710.6218460920277
85.0,161.64819199385866,19.34911498114245,85.0,23593.05315789998,3888.102022036209
90.0,207.18916892827895,19.534720352625122,90.0,21300.586426599155,4049.190275162281
95.0,214.38501331575418,19.68395398655978,95.0,23170.71374270977,4194.660479653383
100.0,218.44331746063898,19.80371098155277,100.0,28135.39459714984,4325.448018967253
105.0,221.81393747578653,19.89965329050921,105.0,17716.9479853562,4442.581701408998
110.0,214.6236342857508,19.976405918276345,110.0,21367.039116606396,4547.131908720283
115.0,232.97134086246749,20.037730394748756,115.0,22291.313712223477,4640.172078914269
120.0,211.01652482471104,20.086674827018587,120.0,20970.110627175778,4722.7509392878055
125.0,205.33038475630602,20.125701600244856,125.0,22742.062806588594,4795.873260118044
130.0,159.0577335605679,20.156794720565337,130.0,18390.568750704086,4860.487248995084
135.0,176.26473207074199,20.181549191961217,135.0,31902.014542017743,4917.4770352034575
140.0,213.15173180240495,20.20124480978126,140.0,33810.270434270074,4967.658986974881
145.0,231.57987939809095,20.216906777367285,145.0,27138.63756721189,5011.7808469218135
