time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,19.507395526467516,1.883118967026938,0.0,1853.4970007648776,493.80574317300153
10.0,55.210569738707676,4.601528736152132,10.0,2141.6484540547144,563.1608876080107
20.0,92.19692488343959,9.473328500830876,20.0,3940.5666659598764,886.4541496283694
30.0,152.93891045135936,14.081373678458826,30.0,9296.856113658256,1444.5054018336375
40.0,195.00231107429866,17.732612303984126,40.0,8410.946801906905,2132.657826104131
50.0,175.2826109529775,20.395789883006156,50.0,15080.094657442965,2853.304173938327
60.0,236.85952780399163,22.249067938570924,60.0,15698.248460866762,3539.658549206854
70.0,244.68554649077612,23.50113728883215,70.0,14078.2409167542,4154.6996282341115
80.0,267.83096538217967,24.330415713568875,80.0,20151.612699814734,4683.30359289035
90.0,278.0824542901147,24.87210673714378,90.0,22526.398045117752,5124.246332602593
100.0,205.31840112488004,25.222433154785488,100.0,30692.985037214617,5484.037252126576
110.0,179.97134979989215,25.447346560885716,110.0,28077.871474069543,5772.752599732373
120.0,266.69450091183637,25.59095792704841,120.0,34498.88980954129,6001.474269719552
130.0,278.90031761661146,25.68228025774751,130.0,31716.226259929852,6180.858466647649
140.0,304.5658604674798,25.74017090074946,140.0,33225.90501829428,6320.436158229444
150.0,247.6858266635775,25.77678109779944,150.0,21811.593338862454,6428.355958946191
160.0,211.18529916262204,25.799891001973272,160.0,32706.900326281248,6511.375423503711
170.0,271.446657177594,25.81445830181844,170.0,39635.7187706644,6574.978122312896
180.0,262.932645858254,25.823630719136272,180.0,35097.14715245023,6623.543035808085
190.0,280.84084515696964,25.8294013009194,190.0,38306.019839002525,6660.524832857147
200.0,251.36314389341499,25.833029312720612,200.0,28863.555233579293,6688.623516329537
210.0,241.8676607341576,25.835309101986752,210.0,43004.58464722008,6709.933815606297
220.0,275.50914117322134,25.836741115457848,220.0,34358.19191719428,6726.071425359839
230.0,239.0913480852792,25.837640331845847,230.0,40188.33867815801,6738.276752945579
240.0,269.8429449207818,25.838204847243283,240.0,38515.281990047675,6747.498514480335
250.0,285.0276690929284,25.83855917507415,250.0,23311.05162181732,6754.460120028306
260.0,251.93333436139451,25.838781542272926,260.0,44805.43258992305,6759.711811815919
270.0,259.63559066995157,25.838921077964972,270.0,34500.22074404916,6763.671266363451
280.0,186.63564463573766,25.839008628984864,280.0,31709.38314521124,6766.65500590301
290.0,234.40214222831509,25.839063558639793,290.0,26508.153013049,6768.90256722855
300.0,280.43001122815986,25.83909801965889,300.0,29026.541003325277,6770.595020037151
310.0,272.43660031650893,25.83911963837585,310.0,31601.903968468185,6771.869111263205
320.0,262.6510634571662,25.83913320027277,320.0,41896.64020479228,6772.828034856523
330.0,257.5811864316814,25.839141707665625,330.0,23300.268847727657,6773.549612841942
340.0,224.8820905407093,25.839147044240764,340.0,26378.519044841087,6774.0925037756015
350.0,256.089669891809,25.839150391763294,350.0,29819.560711258906,6774.500902015948
360.0,276.5728182009618,25.83915249157252,360.0,29916.162945350778,6774.808091736395
370.0,252.8123385878389,25.839153808713156,370.0,36526.83410075911,6775.039132734127
380.0,243.80294397538458,25.83915463490614,380.0,35912.34911750905,6775.212887905428
390.0,282.3386485680474,25.839155153143896,390.0,11016.228659524018,6775.343552651884
400.0,263.80156958959,25.839155478211882,400.0,30523.790753475765,6775.44180790624
410.0,253.8253055449225,25.839155682109233,410.0,43923.27020271378,6775.515688971186
420.0,261.9325641417831,25.83915580999878,420.0,27850.53191147963,6775.571240069349
430.0,294.981313287235,25.839155890217075,430.0,46290.80085725108,6775.6130076627705
440.0,270.76367340162665,25.839155940540486,440.0,35075.04059803481,6775.644411316032
450.0,224.8606659485642,25.839155972104507,450.0,20081.38213379326,6775.6680219535265
460.0,277.18310976282794,25.839155991897844,460.0,24943.65923696303,6775.68577266344
470.0,269.78028271318584,25.83915600431833,470.0,28239.197447751445,6775.699118356646
480.0,236.29554727143278,25.83915601210759,480.0,39183.759267438465,6775.709151719278
490.0,280.2130356628082,25.83915601699176,490.0,38733.70587169795,6775.716694499768
500.0,245.5640579357094,25.839156020058212,500.0,32034.454416733613,6775.722365574719
510.0,254.81490622402742,25.839156021978653,510.0,40421.55541432365,6775.726628491198
520.0,287.59918700896293,25.839156023185993,520.0,36994.91745808594,6775.7298338183655
530.0,256.3915010477715,25.839156023941,530.0,38196.820096399584,6775.732242990047
540.0,262.6373672751864,25.839156024416475,540.0,29964.25232190409,6775.734054662544
550.0,274.0893317856599,25.839156024713333,550.0,36729.143122509806,6775.735416159031
560.0,247.34522588670472,25.83915602490043,560.0,22418.485203002016,6775.736440070817
570.0,186.9118837117623,25.839156025017488,570.0,28525.428812170714,6775.737209610219
580.0,282.77281879340205,25.839156025090684,580.0,39334.928296488906,6775.737788071091
590.0,224.83293615843155,25.839156025137136,590.0,36511.9753381529,6775.7382232305945
600.0,296.09582847651086,25.839156025165767,600.0,39717.372138072584,6775.738549999145
610.0,252.90920176676747,25.839156025183968,610.0,28870.50677450687,6775.738795874662
620.0,249.98239296685756,25.839156025195493,620.0,30640.83918417434,6775.73898079
630.0,240.67129137248784,25.83915602520246,630.0,29110.965353396146,6775.739119521478
640.0,230.1207468867214,25.83915602520696,640.0,49238.4123060202,6775.73922399183
650.0,270.3637908319059,25.839156025209874,650.0,40227.91806949884,6775.7393026476175
660.0,270.6984379619662,25.839156025211594,660.0,27097.47013141815,6775.739361560118
670.0,223.09669560817574,25.839156025212652,670.0,44925.81282342776,6775.739405825734
680.0,255.28802469219414,25.839156025213402,680.0,26616.528044066203,6775.739439323661
690.0,297.4399707062854,25.839156025213864,690.0,32435.85847289558,6775.7394644501155
700.0,284.69565809375837,25.83915602521411,700.0,29813.182114960357,6775.739483188289
