time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std,time3,Cit_foldedP_theta2_Mean,Cit_foldedP_theta2_Std,time4,3  .*  Cit_AU_theta2_Mean,3  .*  Cit_AU_theta2_Std,time5,Cit_foldedP_theta3_Mean,Cit_foldedP_theta3_Std,time6,3  .*  Cit_AU_theta3_Mean,3  .*  Cit_AU_theta3_Std
0.0,50.26057912668298,4.75082726452792,0.0,6699.914716629314,1245.7979708794517,0.0,46.24930262891154,5.321510187240448,0.0,8007.339383589872,1325.6744379318914,0.0,26.59017674528687,3.1906319718510012,0.0,6445.058265210057,1004.0060684252363
5.016666667,46.35740048111407,4.75082726452792,5.016666667,7005.2061590378535,1245.7979708794517,5.016666667,55.71604839103011,5.321510187240448,5.016666667,5781.418760318382,1325.6744379318914,5.016666667,31.31568993385536,3.1906319718510012,5.016666667,3188.311587368339,1004.0060684252363
10.01666667,41.072202682770396,4.75082726452792,10.01666667,8402.15722395505,1245.7979708794517,10.01666667,50.543530459439715,5.321510187240448,10.01666667,7503.837306469592,1325.6744379318914,10.01666667,31.723839381917788,3.1906319718510012,10.01666667,5753.991314467363,1004.0060684252363
15.01666667,44.569950895357415,4.75082726452792,15.01666667,7594.515708569831,1245.7979708794517,15.01666667,52.179705113724665,5.321510187240448,15.01666667,8578.169776317318,1325.6744379318914,15.01666667,28.00011825170156,3.1906319718510012,15.01666667,4415.37955911106,1004.0060684252363
20.01666667,46.369700340675884,4.75082726452792,20.01666667,6076.224468587865,1245.7979708794517,20.01666667,53.102476976041544,5.321510187240448,20.01666667,5207.666186032787,1325.6744379318914,20.01666667,35.262478297403284,3.1906319718510012,20.01666667,4983.621443769047,1004.0060684252363
25.01666667,46.021422866356545,4.75082726452792,25.01666667,8067.787585991958,1245.7979708794517,25.01666667,62.87644297022071,5.321510187240448,25.01666667,4940.253675410944,1325.6744379318914,25.01666667,35.64936950748644,3.1906319718510012,25.01666667,5158.287305990622,1004.0060684252363
30.01666667,42.03533453455027,4.75082726452792,30.01666667,8036.391706187434,1245.7979708794517,30.01666667,45.797606500459985,5.321510187240448,30.01666667,5825.01239122309,1325.6744379318914,30.01666667,38.2900806541419,3.1906319718510012,30.01666667,6200.649065090729,1004.0060684252363
35.03333333,53.439874610899,4.75082726452792,35.03333333,5378.005026220839,1245.7979708794517,35.03333333,50.10833755006254,5.321510187240448,35.03333333,5756.065711924098,1325.6744379318911,35.03333333,29.842912943464626,3.1906319718510012,35.03333333,5697.499989044969,1004.0060684252363
40.01666667,47.028061246733664,4.75082726452792,40.01666667,7741.469082044598,1245.7979708794517,40.01666667,59.69859585828026,5.321510187240448,40.01666667,6714.848453348708,1325.6744379318911,40.01666667,29.520206108096563,3.1906319718510012,40.01666667,3706.211942456684,1004.0060684252363
45.01666667,49.67044537835204,4.75082726452792,45.01666667,5954.866424304838,1245.7979708794517,45.01666667,54.3387396248717,5.321510187240448,45.01666667,9055.424055060996,1325.6744379318911,45.01666667,31.270545607870435,3.1906319718510012,45.01666667,2231.054856246683,1004.0060684252363
50.01666667,53.55733809945536,4.75082726452792,50.01666667,6559.782831158629,1245.7979708794517,50.01666667,45.432135226946514,5.321510187240448,50.01666667,7612.594983431733,1325.6744379318911,50.01666667,30.253602415109466,3.1906319718510012,50.01666667,3639.0934317212777,1004.0060684252363
55.01666667,45.246309092590906,4.75082726452792,55.01666667,5609.762845793726,1245.7979708794517,55.01666667,49.38654928886702,5.321510187240448,55.01666667,5758.8228662414,1325.6744379318911,55.01666667,31.913394053257083,3.1906319718510012,55.01666667,4584.588984858689,1004.0060684252363
60.01666667,51.7585968261312,4.75082726452792,60.01666667,5085.666106660937,1245.7979708794517,60.01666667,48.20686297041513,5.321510187240448,60.01666667,7501.396167191341,1325.6744379318914,60.01666667,29.515089051973824,3.1906319718510012,60.01666667,5959.645180430594,1004.0060684252363
65.01666667,46.69102798906752,4.75082726452792,65.01666667,6868.988743393201,1245.7979708794517,65.01666667,48.737374272653405,5.321510187240448,65.01666667,7686.501483794307,1325.6744379318914,65.01666667,32.291249927454146,3.1906319718510012,65.01666667,4744.138650957459,1004.0060684252363
70.01666667,49.945334715429375,4.75082726452792,70.01666667,6047.995979609911,1245.7979708794517,70.01666667,50.28296153757727,5.321510187240448,70.01666667,5420.785276156115,1325.6744379318914,70.01666667,27.691355451079026,3.1906319718510012,70.01666667,5060.165488179398,1004.0060684252363
75.01666667,46.47546285156883,4.75082726452792,75.01666667,6492.760118746029,1245.7979708794517,75.01666667,50.63026106401133,5.321510187240448,75.01666667,6297.85579592317,1325.6744379318914,75.01666667,34.03853409256824,3.1906319718510012,75.01666667,4641.588148411794,1004.0060684252363
80.01666667,54.80421910195706,4.75082726452792,80.01666667,5001.111611539672,1245.7979708794517,80.01666667,53.283627449915265,5.321510187240448,80.01666667,6965.449110703895,1325.6744379318914,80.01666667,32.059700757719675,3.1906319718510012,80.01666667,4619.528019863714,1004.0060684252363
