time1,2_theta1_Mean,2_theta1_Std
0.0,96.55409213442596,10.0
1.0,184.24129001757507,25.882775391824953
2.0,575.502790876139,57.24093148741279
3.0,915.3924825119365,85.88477223942863
4.0,1066.7196590895521,107.28244198453473
5.0,1349.9754769179303,121.69127360515161
6.0,1400.3238756834191,130.73003069039385
7.0,1217.7297945181795,136.09137071564956
8.0,1515.741687705432,139.12209008322966
9.0,1520.6567614934838,140.761570944357
10.0,1349.4397895403167,141.6113288927065
11.0,1474.9337120220741,142.032624430889
12.0,1748.5200458496479,142.2313187741288
13.0,1342.8586252052824,142.31940810989715
14.0,947.729825167442,142.35520852138382
15.0,1368.1039619346764,142.36775761876046
16.0,1178.576614185052,142.37081472036257
17.0,1559.7579137698183,142.37051628508829
18.0,1420.847175983978,142.36937825681665
19.0,1287.319691911759,142.36829770949802
20.0,1540.7439390762465,142.36750452137122
21.0,1320.2204678302362,123.75368965417825
22.0,1024.1950976547023,92.0413038873713
23.0,686.036146772907,63.64902334252196
24.0,431.3490200478324,42.37832298291471
25.0,238.58119138014342,27.887060570087204
26.0,172.07396079110296,19.139291887786445
27.0,165.6800841457157,15.566817649087
28.0,143.8994793289216,15.704664938482658
29.0,177.54166636287445,16.726697034112586
30.0,201.08028452794383,17.196358887205424
31.0,179.53234453361972,17.176777650229354
32.0,192.24117593374712,17.03725208524226
33.0,154.59453150689677,16.962569190996057
34.0,191.248031371611,16.95829719623268
35.0,171.23180787735544,16.97624119654642
36.0,199.89287468383293,16.987500491210323
37.0,159.21802718008985,16.988955273097368
38.0,181.49584636594258,16.98670729756044
39.0,165.72364509817683,16.985042559013362
40.0,179.5372642962227,16.984716239715464
41.0,151.69746994371675,14.888181791810977
42.0,113.45047469026761,11.35044848934687
43.0,85.94877501082807,8.31397185615378
44.0,61.18723995842739,6.396488559839594
45.0,53.38172945673477,5.724383855745369
46.0,52.790478617167054,5.849767742771321
47.0,64.15618610323995,6.092784820806777
48.0,63.897994743434,6.185535321686494
49.0,57.64099534040405,6.171407942730256
50.0,60.3657060578764,6.137947083755856
51.0,48.69266021752965,6.122599274015489
52.0,57.926543355200295,6.122993054900522
53.0,60.07974070489912,6.1273979044137725
54.0,65.78605395057009,6.129785029042804
55.0,54.13432712154109,6.129938077498919
56.0,56.527388930622635,6.129374330846385
57.0,66.77693307835214,6.129012741874302
58.0,51.6437455263313,6.128961256673432
59.0,58.27675341860079,6.1290306017538665
60.0,66.5253810560193,6.129083968908186
