time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,119.73186021416191,40.0,0.0,443.2893776669921,2000.0
10.0,30.3205825871775,40.0,10.0,5257.52171187171,2000.0
20.0,131.05006596525462,40.0,20.0,5076.821874381485,2000.0
30.0,137.03896517285563,40.0,30.0,10545.432603709503,2000.0
40.0,218.9557350400661,40.0,40.0,9749.187423113972,2000.0
50.0,187.62004063340504,40.0,50.0,14077.851811097775,2000.0
60.0,192.31804921684147,40.0,60.0,19605.84846380901,2000.0
70.0,224.23454391279543,40.0,70.0,21424.481231259364,2000.0
80.0,262.5515014837852,40.0,80.0,24556.42104976585,2000.0
90.0,268.54815060045536,40.0,90.0,24989.04593574308,2000.0
100.0,246.0853472988678,40.0,100.0,28649.7360824987,2000.0
110.0,270.8315521346962,40.0,110.0,30619.03796999255,2000.0
120.0,237.93556394012745,40.0,120.0,29821.146854190098,2000.0
130.0,278.74912480594014,40.0,130.0,29591.663648858997,2000.0
140.0,224.17673841601442,40.0,140.0,28628.687930667104,2000.0
150.0,282.00835837601846,40.0,150.0,37178.3972007938,2000.0
160.0,215.4212104812602,40.0,160.0,31472.076601241515,2000.0
170.0,304.2542533903195,40.0,170.0,33696.15617268857,2000.0
180.0,262.9771512271808,40.0,180.0,34717.21239808905,2000.0
190.0,269.51080423331024,40.0,190.0,34413.77398135782,2000.0
200.0,270.53711054440754,40.0,200.0,35517.06514448532,2000.0
210.0,257.2646059253197,40.0,210.0,35319.83955731643,2000.0
220.0,266.0298063841651,40.0,220.0,34481.34878264838,2000.0
230.0,255.4046950449953,40.0,230.0,31231.165374660155,2000.0
240.0,169.99349567506667,40.0,240.0,33900.20803341167,2000.0
250.0,279.3505188963592,40.0,250.0,31822.995966981678,2000.0
260.0,268.36338610097596,40.0,260.0,35490.56127778154,2000.0
270.0,194.5438721079243,40.0,270.0,34058.35176211852,2000.0
280.0,291.92845416975644,40.0,280.0,35136.72001989435,2000.0
290.0,153.67093499395858,40.0,290.0,35928.578770515254,2000.0
300.0,275.4591347470011,40.0,300.0,33649.102541957654,2000.0
310.0,158.42582622361567,40.0,310.0,34102.72617815547,2000.0
320.0,296.798769692503,40.0,320.0,35363.291570526715,2000.0
330.0,175.234468869609,40.0,330.0,34835.59279944233,2000.0
340.0,260.2663337436578,40.0,340.0,34964.46502492169,2000.0
350.0,406.89778994080245,40.0,350.0,33448.8725668156,2000.0
360.0,236.4234470780063,40.0,360.0,34439.36845818083,2000.0
370.0,239.10071895477947,40.0,370.0,34515.2643356906,2000.0
380.0,218.41274525979807,40.0,380.0,31340.052556109342,2000.0
