time1,Cit_foldedP_theta1_Mean,Cit_foldedP_theta1_Std,time2,3  .*  Cit_AU_theta1_Mean,3  .*  Cit_AU_theta1_Std
0.0,20.650255841862418,1.883118967026938,0.0,2260.2586408265556,493.80574317300153
10.0,40.50867450692481,4.601528736152132,10.0,3189.1731980321256,563.1608876080107
20.0,99.16215223567968,9.473328500830876,20.0,3140.0765303682456,886.4541496283694
30.0,167.76461109765043,14.081373678458826,30.0,6975.462886180476,1444.5054018336375
40.0,159.76720081183728,17.732612303984126,40.0,11806.93624647,2132.657826104131
50.0,225.9986920990114,20.395789883006156,50.0,15903.73290962729,2853.304173938327
60.0,197.99637566251465,22.249067938570924,60.0,20251.939890903694,3539.658549206854
70.0,271.88460631870646,23.50113728883215,70.0,24912.075489806506,4154.6996282341115
80.0,268.5703694853066,24.330415713568875,80.0,23033.237188281797,4683.30359289035
90.0,278.4870275119199,24.87210673714378,90.0,17134.72496833512,5124.246332602593
100.0,272.8775795532301,25.222433154785488,100.0,27218.29492822482,5484.037252126576
110.0,250.73912528869266,25.447346560885716,110.0,25757.954203675577,5772.752599732373
120.0,236.4465393980799,25.59095792704841,120.0,21348.61406847623,6001.474269719552
130.0,240.82164320513021,25.68228025774751,130.0,43386.792964595734,6180.858466647649
140.0,244.83631283889343,25.74017090074946,140.0,27420.722366330658,6320.436158229444
150.0,250.3609936599613,25.77678109779944,150.0,26381.66253543159,6428.355958946191
160.0,289.1393261141065,25.799891001973272,160.0,49979.12050173317,6511.375423503711
170.0,232.1816316884844,25.81445830181844,170.0,33704.4211639561,6574.978122312896
180.0,235.92044649470492,25.823630719136272,180.0,27994.881555819822,6623.543035808085
190.0,285.5372915626818,25.8294013009194,190.0,34631.666129636535,6660.524832857147
200.0,283.25128417313044,25.833029312720612,200.0,32348.02968366774,6688.623516329537
210.0,236.011340634404,25.835309101986752,210.0,33572.67921661901,6709.933815606297
220.0,272.0032932276064,25.836741115457848,220.0,45616.63425294332,6726.071425359839
230.0,257.43902694337436,25.837640331845847,230.0,25086.983301588734,6738.276752945579
240.0,240.68910706325804,25.838204847243283,240.0,29906.994364969512,6747.498514480335
250.0,228.4153292466382,25.83855917507415,250.0,27273.780300703977,6754.460120028306
260.0,266.240880085283,25.838781542272926,260.0,31687.48004622993,6759.711811815919
270.0,262.51785181078,25.838921077964972,270.0,33512.04672487881,6763.671266363451
280.0,226.97463399140716,25.839008628984864,280.0,31827.563807772745,6766.65500590301
290.0,265.0276065244178,25.839063558639793,290.0,45111.07413063974,6768.90256722855
300.0,224.8837413414003,25.83909801965889,300.0,26319.03117029095,6770.595020037151
310.0,240.6098519184323,25.83911963837585,310.0,35530.131451762565,6771.869111263205
320.0,267.75383736354087,25.83913320027277,320.0,31411.09377725156,6772.828034856523
330.0,298.7738552716926,25.839141707665625,330.0,19348.37083462216,6773.549612841942
340.0,233.97256922183752,25.839147044240764,340.0,38057.00489486402,6774.0925037756015
350.0,255.11504718373337,25.839150391763294,350.0,27739.868674165988,6774.500902015948
360.0,237.182662059978,25.83915249157252,360.0,35193.005086308,6774.808091736395
370.0,261.5355929050111,25.839153808713156,370.0,44191.82170013101,6775.039132734127
380.0,262.0274291440978,25.83915463490614,380.0,37550.376275409944,6775.212887905428
390.0,224.72215933372172,25.839155153143896,390.0,31268.699521370912,6775.343552651884
400.0,228.94027349779418,25.839155478211882,400.0,34923.501777919984,6775.44180790624
410.0,240.6329213274787,25.839155682109233,410.0,28603.70115912098,6775.515688971186
420.0,233.84400370261312,25.83915580999878,420.0,39032.80830103622,6775.571240069349
430.0,245.4743576892058,25.839155890217075,430.0,31958.9458316982,6775.6130076627705
440.0,273.88902026877366,25.839155940540486,440.0,31025.688653557794,6775.644411316032
450.0,272.0308221328093,25.839155972104507,450.0,39445.356584975656,6775.6680219535265
460.0,245.48504883394725,25.839155991897844,460.0,33999.36667936181,6775.68577266344
470.0,273.39771990581755,25.83915600431833,470.0,31698.5428972906,6775.699118356646
480.0,227.1934372980544,25.83915601210759,480.0,29851.318208243785,6775.709151719278
490.0,226.32298661987875,25.83915601699176,490.0,27841.82239023681,6775.716694499768
500.0,258.23084588721775,25.839156020058212,500.0,36290.7979684658,6775.722365574719
510.0,267.3200928688936,25.839156021978653,510.0,35055.39191669406,6775.726628491198
520.0,239.24791524839907,25.839156023185993,520.0,37590.37428314119,6775.7298338183655
530.0,243.65200116064514,25.839156023941,530.0,31068.404664091016,6775.732242990047
540.0,271.6225056642221,25.839156024416475,540.0,35152.651784612826,6775.734054662544
