time1,2_theta1_Mean,2_theta1_Std
0.0,1539.702732540844,150.0
1.0,1459.5870047848002,146.09883691987645
2.0,1295.6966039534418,113.54269614727014
3.0,843.6860473476281,80.2312972009253
4.0,587.229001928006,53.93215439413798
5.0,324.0570579112892,35.24393046982271
6.0,229.4523330797114,22.684998169611095
7.0,144.36198979484834,14.540011958312343
8.0,81.77369781916734,9.446494142977535
9.0,64.17086962141668,6.5666888568378114
10.0,58.42806258495908,5.5211563752278465
11.0,59.30060655964983,5.671653398303697
12.0,58.64431570790733,6.021120433274864
13.0,48.60127446365433,6.155105509807244
14.0,55.052566350633484,6.134821076671741
15.0,55.830294853028725,6.086436757422841
16.0,56.23358359267892,6.064039813661721
17.0,56.29372884361429,6.064470387489895
18.0,65.56937403423558,6.070816165522903
19.0,74.01566130153115,6.074292102941118
20.0,64.59736305059336,6.0745345410933655
21.0,231.52723500661816,25.094186089422195
22.0,628.9852039428292,57.50376360192355
23.0,839.0431738154429,86.54026838592455
24.0,993.73577199034,108.3661008634478
25.0,1155.8096143004198,123.49774573035677
26.0,1463.510622792441,133.52640497205923
27.0,1504.6965791879384,139.99140724427102
28.0,1464.7563628535606,144.08441336691712
29.0,1340.720568317006,146.64413465435243
30.0,1605.7967776794915,148.2313667708803
31.0,1652.6226418273975,149.20965567538778
32.0,985.744215306905,149.81001996486458
33.0,1600.4715655737762,150.17730574848446
34.0,1573.5753905042338,150.40148965675928
35.0,1241.5257926530023,150.5380993623556
36.0,1407.249813504908,150.62124280419377
37.0,1627.2664913915391,150.67180011055294
38.0,1244.170727553626,150.70252212911709
39.0,1445.591509514253,150.72118198069242
40.0,1500.180237846988,150.73251143648775
41.0,1363.544374204299,131.01946329941077
42.0,1016.6736059035318,97.42140318152097
43.0,702.4049715441339,67.31921970961116
44.0,407.98655546774097,44.692846097103015
45.0,286.5273048708627,29.009177096921206
46.0,191.17179863205092,18.62642296290601
47.0,111.83339824400862,11.978270266066456
48.0,71.14752754949046,7.934307029491973
49.0,55.120065723199616,5.9016364560496815
50.0,56.454863551927026,5.504702852579411
51.0,61.44344693742852,5.8427606742886
52.0,69.04299499925807,6.107835438368361
53.0,61.86466809586835,6.156423608358429
54.0,59.13394903718385,6.11192368373577
55.0,55.276428617604374,6.072804914818631
56.0,50.111795650048045,6.062501506433574
57.0,66.16710116358867,6.067314049897164
58.0,70.84992057564165,6.072844669082237
59.0,62.9602260237276,6.0746675067568034
60.0,62.23714879143405,6.074194853046448
